,movie_id,title,tags
597,52520,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all. Fantasy Action Horror vampire daughter hybrid childvampire werewolf imax labexperiment werewolfchild fangvamp KateBeckinsale StephenRea MichaelEaly MånsMårlind BjörnStein"
598,80585,Rock of Ages,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams. Comedy Drama Music Romance musical rocker teenager younglove rocksta JulianneHough DiegoBoneta TomCruise AdamShankman"
599,10592,Hart's War,"Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country. Drama War blackpeople worldwarii prisonersofwar u.s.army war escape tribunal trial soldier militarytribunal xenophobia BruceWillis ColinFarrell TerrenceHoward GregoryHoblit"
600,49021,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey. Action Adventure Thriller rescue JasonStatham CliveOwen RobertDeNiro GaryMcKendry"
601,11535,Rollerball,"From the director of Die Hard comes this high-octane thriller that roars along at a breakneck pace (Los Angeles Times)! Starring Chris Klein (American Pie), Jean Reno (Ronin), LL Cool J (Charlie's Angels) and Rebecca Romijn-Stamos (X-Men), Rollerball goes full-throttle with excitement from its death-defying opening until its explosive end! Jonathan Cross (Klein) is the newest recruit in the most extreme sport of all time where his fast moves and killer looks make him an instant superstar. But Cross life in the fast lane collides with reality when he learns that the league's owner (Reno) is orchestrating serious on-court accidents to boost ratings. Now Cross plans to take down the owner and his ruthless sport before the game puts an end to him! Action ScienceFiction Thriller manager arena dystopia wrestling sport roller-skating motorcycleracing rollerskating futuresport ChrisKlein LLCoolJ RebeccaRomijn JohnMcTiernan"
602,10550,Ballistic: Ecks vs. Sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will. Action Adventure Thriller lossoffamily enemy adversary agent AntonioBanderas LucyLiu GreggHenry WychKaosayananda"
603,11258,Hard Rain,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics. Thriller sheriff rain evacuation armoredcar crook hoodlum MorganFreeman ChristianSlater RandyQuaid MikaelSalomon"
604,12610,Osmosis Jones,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank. Adventure Animation Action Comedy Family cold flu lethalvirus constructionworker ChrisRock LaurenceFishburne DavidHydePierce BobbyFarrelly PeterFarrelly"
605,59981,Legends of Oz: Dorothy's Return,"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City. Animation Music Family LeaMichele DanAykroyd PatrickStewart DanSt.Pierre"
606,201088,Blackhat,A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong. Crime Drama Mystery terrorist technology antihero hacker computervirus nationalsecurityagency(nsa) raceagainsttime computer malaysia nuclearpowerplant suspense betrayal conspiracy ontherun fugitive shootout hacking terrorism catandmouse oneagainstmany computerhacker noopeningcredits terroristplot stockexchange cybercrime cyberterrorism chinesemilitary cyberterrorist cyberthriller ChrisHemsworth LeehomWang TangWei MichaelMann
607,5137,Sky Captain and the World of Tomorrow,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots. Mystery Action Thriller ScienceFiction Adventure londonengland himalaya journalist killerrobot computerwar robot JudeLaw GwynethPaltrow GiovanniRibisi KerryConran"
608,3093,Basic Instinct 2,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game. Crime Mystery Thriller malenudity sex legs soholondon playinggod jacuzzi SharonStone DavidMorrissey CharlotteRampling MichaelCaton-Jones"
609,107846,Escape Plan,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars. Action Thriller prison muslim ship mystery sciencefiction escape crime prisonescape ciaagent SylvesterStallone ArnoldSchwarzenegger JimCaviezel MikaelHåfström"
610,188207,The Legend of Hercules,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit. Action Adventure mythology zeus ancientgreece demigod cityofargos mistakenparentage KellanLutz LiamMcIntyre GaiaWeiss RennyHarlin"
611,4614,The Sum of All Fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians. Thriller Action Drama cia terrorist atomicbomb coldwar nuclearexplosion jackryan BenAffleck MorganFreeman JamesCromwell PhilAldenRobinson"
612,24021,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life. Adventure Fantasy Drama Romance vampire graduation bite immortality werewolf fangvamp KristenStewart RobertPattinson TaylorLautner DavidSlade"
613,11371,The Score,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist. Action Crime Thriller quebec jewel scepter customshouse jewelryheist blueprint assumedidentity schematic voiceover surveillancecamera onelastjob RobertDeNiro EdwardNorton MarlonBrando FrankOz
614,20352,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care. Animation Family adoptivefather orphanage life'sdream rivalry stealing ballet littlegirl orphan fatherdaughterrelationship tomboy mothersonrelationship intelligent kids evildoctor duringcreditsstinger minions supervillain 3d despicable cattivissimo SteveCarell JasonSegel RussellBrand PierreCoffin ChrisRenaud"
615,11517,Money Train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him. Action Comedy Crime brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery WesleySnipes WoodyHarrelson JenniferLopez JosephRuben"
616,214756,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law. Comedy spermbank sequel buddy courthouse teddybear aftercreditsstinger toycomestolife married MarkWahlberg SethMacFarlane AmandaSeyfried SethMacFarlane"
617,26428,Agora,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity. Adventure Drama History christianity philosophy egypt newlove war cult historicalfigure history swordfight ancientworld destiny fallinlove hypatia misogyny persecution libraryofalexandria politicalunrest impossiblelove falsehistory powerrelations unfulfillment masterandservant loveandromance unfulfilledlove RachelWeisz MaxMinghella OscarIsaac AlejandroAmenábar"
618,9824,Mystery Men,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love. Adventure Fantasy Action Comedy ScienceFiction bowling hostage sphinx training insaneasylum tools frankenstein casanova superhero basedoncomicbook independentfilm comedy spoof skull shovel disco superherospoof invisibleman darkhorsecomics invisibility rajah bowlingball spleen evilgenius BenStiller GeoffreyRush ClaireForlani KinkaUsher"
619,48988,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality. Comedy wifehusbandrelationship daydream marriage freedom friends OwenWilson JasonSudeikis JennaFischer BobbyFarrelly PeterFarrelly"
620,9008,The Insider,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand Drama Thriller spy newspaper research interview tobacco insider conspiracytheory reporter whistleblower columbiabroadcastingsystem(cbs) tobaccoindustry AlPacino RussellCrowe ChristopherPlummer MichaelMann"
621,300673,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952. Action Drama History Thriller coastguard basedontruestory survival rescuemission stormatsea sinkingship 1950s 3d ChrisPine CaseyAffleck BenFoster CraigGillespie
622,12113,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris. At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival. Action Drama Thriller terror falselyaccused basedonnovel dyinganddeath jordan dubai intelligenceagency beating LeonardoDiCaprio RussellCrowe MarkStrong RidleyScott"
623,38778,Dinner for Schmucks,"Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee. Comedy mouse idiot mindcontrol taxidermy aftercreditsstinger duringcreditsstinger SteveCarell PaulRudd StephanieSzostak JayRoach"
624,72331,Abraham Lincoln: Vampire Hunter,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers. Action Fantasy Horror usapresident vampire steamlocomotive americancivilwar 19thcentury abrahamlincoln 3d BenjaminWalker DominicCooper AnthonyMackie TimurBekmambetov"
625,1844,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love. Romance Drama Mystery londonengland newyear'seve skyscraper burglar distrust undercover blackmail nudity thief heist oldermanyoungerwomanrelationship artthief criminal arttheft millennium manhattan,newyorkcity gala kualalumpurmalaysia SeanConnery CatherineZeta-Jones WillPatton JonAmiel"
626,846,The X Files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth. Mystery ScienceFiction Thriller bomb helicopter secret obsession extraterrestrialtechnology fbi spacemarine mutation secretsociety secretorganization secretlab x-files government DavidDuchovny GillianAnderson MitchPileggi RobBowman"
627,9703,The Last Legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters. Action Adventure Fantasy War romanempire emperor ancientrome westernromanempire ancientworld juliuscaesar ColinFirth BenKingsley AishwaryaRaiBachchan DougLefler"
628,857,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home. Drama History War warcrimes selfsacrifice warveteran worldwarii warship airplane bravery normandy parachute troops waffenss omahabeach army cowardice americanflag warmemorial desertedtown military 1940s TomHanks MattDamon VinDiesel StevenSpielberg"
629,136797,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles. Action Crime Drama Thriller streetrace supercars superspeed car basedonvideogame duringcreditsstinger 3d AaronPaul DominicCooper ImogenPoots ScottWaugh"
630,3981,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him. Comedy Romance women telepathy supernaturalpowers advertisingexecutive womandirector HelenHunt MelGibson MarisaTomei NancyMeyers"
631,425,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims. Animation Comedy Family Adventure humanevolution parentskidsrelationship squirrel ice lossofchild mammoth sloth dyinganddeath stoneage prehistoric saber-toothedtiger cavemen prehistoriccreature prehistoricadventure prehistorictimes prehistoricman RayRomano JohnLeguizamo DenisLeary ChrisWedge"
632,6171,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them. Drama Horror ScienceFiction Thriller religionandsupernatural MorganFreeman ThomasJane JasonLee LawrenceKasdan"
633,72976,Lincoln,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come. History Drama usapresident speech battlefield familyconflict mourning americancivilwar culturalconflict basedontrueevents battleofgettysburg secession presidentialcabinet gettysburgaddress conflagration ethicaldilemma emancipation abrahamlincoln DanielDay-Lewis SallyField DavidStrathairn StevenSpielberg"
634,603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth. Action ScienceFiction savingtheworld artificialintelligence manvsmachine philosophy prophecy martialarts selfsacrifice fight insurgence virtualreality dystopia truth cyberpunk womandirector messiah gnosticism KeanuReeves LaurenceFishburne Carrie-AnneMoss LillyWachowski LanaWachowski"
635,568,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy. Drama moon florida nasa spaceman raceagainsttime houston basedontruestory space rescue survival disaster explosion astronaut imax saturnvrocket courage hypothermia apolloprogram capekennedy lunarmission spacecraftaccident TomHanks BillPaxton KevinBacon RonHoward"
636,9021,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig. Fantasy Comedy Family holiday christmasparty home santaclaus magic toy wish son sequel savingchristmas christmas TimAllen ElizabethMitchell DavidKrumholtz MichaelLembeck"
637,82695,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption. Drama Music Romance france robbery brothel mayor star musical arrest army rebellion wedding fallinginlove corpse parole convict girldisguisedasboy HughJackman RussellCrowe AnneHathaway TomHooper"
638,9489,You've Got Mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business. Comedy Romance romanticcomedy onlinedating womandirector TomHanks MegRyan KatieSagona NoraEphron"
639,12133,Step Brothers,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye. Comedy becominganadult autonomy childhoodtrauma hostility stepbrother slacker manchild aftercreditsstinger duringcreditsstinger WillFerrell JohnC.Reilly MarySteenburgen AdamMcKay"
640,9342,The Mask of Zorro,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter. Action Adventure california spy hero horsebackriding swordfight revenge AntonioBanderas AnthonyHopkins CatherineZeta-Jones MartinCampbell"
641,41733,Due Date,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor. Comedy Drama highway slacker hitchhiker wallet sunglasses reststop vicodin waffle RobertDowneyJr. ZachGalifianakis MichelleMonaghan ToddPhillips"
642,227306,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II. Drama War worldwarii prisonersofwar biography sport war athlete womandirector olympicathlete JackO'Connell DomhnallGleeson GarrettHedlund AngelinaJolie"
643,5551,Space Cowboys,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth. Action Adventure Thriller nasa spacetravel astronaut elderly ClintEastwood TommyLeeJones DonaldSutherland ClintEastwood"
644,9350,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money. Action Adventure Thriller rockymountains airplane hijacking suitcase climbing heist money snow mountainclimbing mountain SylvesterStallone JohnLithgow MichaelRooker RennyHarlin"
645,9208,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box. Action Adventure Drama Thriller helicopter river captain underground mexicanstandoff countdown pilot fistfight canyon major betrayal gunfight train explosion parkranger desert military nucleardevice boxing stealthaircraft abandonedmine humvee JohnTravolta ChristianSlater SamanthaMathis JohnWoo"
646,4244,The Kid,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become. Fantasy Comedy Family agedifference midlifecrisis suppressedpast self-awareness childhoodmemory humor changingthepastorfuture BruceWillis SpencerBreslin EmilyMortimer JonTurteltaub"
647,1852,World Trade Center,"On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them. Drama History Thriller terror runaway alarmclock hero firemen fireengine waronterror rescue marine hospital trapped rubble rescueteam NicolasCage MariaBello MaggieGyllenhaal OliverStone"
648,11820,Mona Lisa Smile,"The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States. Drama Romance faculty arthistory rowing schoolnurse femininity teacherhero womensissues JuliaRoberts KirstenDunst JuliaStiles MikeNewell"
649,76493,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed. Comedy kurdish SachaBaronCohen SayedBadreya AasifMandvi LarryCharles
650,345,Eyes Wide Shut,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head. Mystery Drama lifeanddeath sexualobsession freelove heterosexual christmasparty eroticism orgy maskedball marijuana illegalprostitution TomCruise NicoleKidman MadisonEginton StanleyKubrick"
651,196867,Annie,"Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead. Comedy Drama Family musical orphan fosterchild QuvenzhanéWallis JamieFoxx RoseByrne WillGluck"
652,256591,Focus,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game. Romance Comedy Crime Drama seduction conman femmefatale deception rivalry conartist WillSmith MargotRobbie RodrigoSantoro GlennFicarra JohnRequa"
653,59962,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman. Action Comedy Romance lovetriangle friendship dating sushibar explodingairplane onlinedating stable karateclass dogshelter ReeseWitherspoon ChrisPine TomHardy McG
654,36648,Blade: Trinity,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula. ScienceFiction Action Horror Thriller Adventure Fantasy fbi dracula fistfight vampirehunter superhero basedoncomicbook martialartsmaster motorcycle katanasword blade lossoffriend supervillain vampireslayer fastmotionscene femalevampire WesleySnipes KrisKristofferson DominicPurcell DavidS.Goyer"
655,1880,Red Dawn,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them. Action Thriller guerrilla colorado invasion anti-communism nearfuture redarmy PatrickSwayze C.ThomasHowell LeaThompson JohnMilius"
656,9440,Primary Colors,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons. Comedy Drama whitehouse usapresident presidentialelection scandal georgew.bush extramaritalaffair JohnTravolta EmmaThompson BillyBobThornton MikeNichols"
657,71679,Resident Evil: Retribution,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun. Action Horror ScienceFiction mutant dystopia sequel conspiracy tokyojapan zombie basedonvideogame moscow handtohandcombat virus plague pandemic megacorporation MillaJovovich SiennaGuillory MichelleRodriguez PaulW.S.Anderson"
658,10483,Death Race,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event. Action Thriller ScienceFiction carrace dystopia matteroflifeanddeath prisonguard carsetonfire escapefromprison explodingbuilding vehiclecombat carcrash violence JasonStatham JoanAllen IanMcShane PaulW.S.Anderson"
659,11412,The Long Kiss Goodnight,"Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, has a job teaching school and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent Crime Action Mystery Thriller assassination amnesia hostage chase darkcomedy teacher escape singlemother timebomb candlelightvigil rogueagent streetshootout exciaagent christmasparade GeenaDavis SamuelL.Jackson YvonneZima RennyHarlin"
660,11983,Proof of Life,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America. Action Adventure Drama Romance Thriller hostage newlove suspense agent MegRyan RussellCrowe DavidMorse TaylorHackford"
661,6795,Zathura: A Space Adventure,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home. Family Fantasy ScienceFiction Adventure adventure house alien giantrobot outerspace astronaut JonahBobo JoshHutcherson DaxShepard JonFavreau"
662,550,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion. Drama supportgroup dualidentity nihilism rageandhate insomnia dystopia violence EdwardNorton BradPitt MeatLoaf DavidFincher"
663,11170,We Are Marshall,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive. Drama americanfootball 1970s trainer college sport MatthewMcConaughey MatthewFox AnthonyMackie McG"
664,9292,Hudson Hawk,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy. Action Adventure Comedy vatican leonardodavinci painting masterthief BruceWillis DannyAiello AndieMacDowell MichaelLehmann"
